,id,company,sec_code,headline,file_url,time,Earliest Publish Time,Earliest Publish Type
0,23b79dd6-8a6f-403e-9aa1-79279733541a,360 ONE WAM LTD,542772,"Unaudited Financial Results For The Quarter Ended March 31, 2025 And Audited Financial Results For The Financial Year Ended March 31, 2025 (Both Consolidated And Standalone)",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2bd3ff47-2f7d-4bca-9df4-5d618fe88acb.pdf,2025-04-23T17:37:31.657,2025-04-23 16:17:06.560,Board Meeting
1,824aac54-0524-430f-85f8-553ea644e34a,ACC Ltd,500410,Results - Audited Financial Results Of The Company,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ae69d160-ee3d-461f-b554-2a9714392678.pdf,2025-04-24T14:33:37.66,2025-04-24 14:28:12.953,Board Meeting
2,0a8d5f25-d4ef-403b-b641-92d934bfc7e3,AU Small Finance Bank Ltd,540611,"Outcome Of Board Meeting Of AU Small Finance Bank Limited Held On April 22, 2025",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=97c8ea66-9230-4a6e-9ca5-638f565a4b3a.pdf,2025-04-22T16:14:51.843,2025-04-22 16:14:51.843,Financial Results
3,282ae284-80ab-4483-be53-d0f85ab21734,AWL Agri Business Ltd,543458,Audited Financial Results (Standalone And Consolidated) For The Quarter And Year Ended 31St March 2025.,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=17041c50-a323-4bec-9b5d-d04beaee88a2.pdf,2025-04-28T18:37:45.127,2025-04-28 18:29:59.667,Board Meeting
4,9578b648-c5ab-4a20-a652-e1b28c9ec214,AAVAS Financiers Ltd,541988,"Audited Financial Results For The Quarter And Financial Year Ended March 31, 2025",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=32d69bb9-7979-45af-84cb-3dc5396089d2.pdf,2025-04-24T17:03:40.36,2025-04-24 16:38:32.700,Board Meeting
5,3eb17cd9-d6f2-4bf5-abc0-087703699493,Adani Energy Solutions Ltd,539254,Results - Audited Financial Results Of The Company,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=264ea732-457a-4ff2-ae9d-5902feb40967.pdf,2025-04-24T15:21:13.193,2025-04-24 15:09:43.270,Board Meeting
6,5c1ee896-c6f2-4cb7-bf35-cb9b01ea40a4,Adani Enterprises Ltd,512599,Financial Results For The Quarter And Year Ended On 31St March 2025,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=74f4f7e5-4313-4944-89f3-b40f474576e2.pdf,2025-05-01T16:24:49.51,2025-05-01 14:52:20.093,Board Meeting
7,f4623dd0-3bda-442c-83bf-9d12fa6a570b,Adani Green Energy Ltd,541450,"Audited Financial Results For The Quarter And Year Ended March 31, 2025.",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=779e95cf-59db-409d-b163-8ebe242c16cb.pdf,2025-04-28T20:41:49.133,2025-04-28 20:41:49.133,Financial Results
8,ad802a13-2bca-439c-94b2-a1f6e56a7790,Adani Ports and Special Economic Zone Ltd,532921,"Outcome Of Board Meeting Held On May 1, 2025 And Submission Of Audited Financial Results (Standalone And Consolidated) For The Quarter And Year Ended March 31, 2025",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0fa89604-c020-4c08-8801-443d826eb45d.pdf,2025-05-01T12:48:50.823,2025-05-01 12:48:50.823,Financial Results
9,76c4b48f-9bb8-4c01-9cfd-3ff3efdf12ad,Adani Power Ltd,533096,"Results - Financial Results For March 31, 2025",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6cace3cb-a6c7-437e-98d2-65943f61268e.pdf,2025-04-30T15:13:45.37,2025-04-30 15:13:45.370,Financial Results
